carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
12214,ford, Grand C-MAX,2017,Manual,38967,Petrol,30,54.3,1
14733,merc, S Class,2019,Semi-Auto,1000,Diesel,145,52.3,3
18877,audi, Q8,2019,Semi-Auto,5978,Diesel,150,30.7,4
16823,merc, CLA Class,2013,Automatic,66000,Diesel,30,62.8,2.1
13482,vauxhall, Combo Life,2019,Manual,4,Petrol,145,42.2,1.2
17697,toyota, Prius,2016,Automatic,10000,Hybrid,0,85.6,1.8
13483,toyota, Land Cruiser,2004,Automatic,160000,Diesel,325,31.4,3
12900,hyundi, IX20,2016,Automatic,4210,Petrol,165,43.5,1.6
12953,ford, Galaxy,2019,Semi-Auto,3802,Diesel,145,54.3,2
14824,ford, Edge,2019,Semi-Auto,1521,Diesel,145,37.2,2
14975,skoda, Yeti,2017,Automatic,12000,Petrol,145,51.4,1.2
12707,toyota, Prius,2015,Automatic,22447,Hybrid,0,68.9,1.8
12068,ford, Edge,2019,Semi-Auto,7999,Diesel,145,37.2,2
18896,skoda, Scala,2019,Semi-Auto,430,Petrol,145,47.1,1
17502,ford, Grand C-MAX,2017,Manual,32058,Diesel,30,64.2,1.5
16765,hyundi, Santa Fe,2016,Manual,32696,Diesel,200,46.3,2.2
14315,vw, Arteon,2017,Semi-Auto,30874,Petrol,145,47.1,2
17579,toyota, Prius,2016,Automatic,31182,Hybrid,0,85.6,1.8
16592,ford, Galaxy,2012,Manual,64237,Petrol,235,39.2,1.6
18063,vw, Amarok,2019,Automatic,5466,Diesel,265,33.6,3
17361,ford, Puma,2019,Manual,3068,Petrol,145,50.4,1
15865,hyundi, Santa Fe,2018,Semi-Auto,10500,Diesel,145,39.8,2.2
18909,vw, Arteon,2019,Manual,100,Diesel,145,52.3,2
17625,hyundi, IX20,2015,Automatic,21900,Petrol,165,43.5,1.6
13325,hyundi, Santa Fe,2017,Semi-Auto,16686,Diesel,235,42.8,2.2
12883,vw, Beetle,2014,Manual,30323,Diesel,150,55.4,2
14563,toyota, Verso,2017,Automatic,24972,Petrol,200,42.8,1.8
17670,skoda, Kamiq,2020,Manual,2500,Petrol,145,47.9,1
14584,vw, Scirocco,2016,Manual,32001,Diesel,20,55.4,2
17106,hyundi, IX35,2015,Manual,47049,Diesel,160,51.4,2
17722,skoda, Scala,2020,Automatic,100,Petrol,145,44.8,1.5
19225,bmw, i3,2016,Automatic,35446,Hybrid,0,470.8,0
12077,toyota, Land Cruiser,2017,Semi-Auto,34580,Diesel,305,38.2,2.8
16153,toyota, Verso,2016,Manual,44098,Diesel,30,62.8,1.6
17198,ford, Galaxy,2017,Manual,20999,Diesel,125,56.5,2
12634,vw, Caravelle,2019,Semi-Auto,5434,Diesel,145,33.6,2
18659,hyundi, IX35,2015,Manual,33910,Petrol,200,41.5,1.6
12242,audi, R8,2013,Manual,19834,Petrol,570,19.6,4.2
15810,toyota, Land Cruiser,2018,Automatic,15191,Diesel,150,38.2,2.8
19056,vw, California,2019,Automatic,6739,Diesel,260,33.2,2
16115,merc, SLK,2004,Manual,51566,Petrol,325,30.7,2
14683,ford, Grand Tourneo Connect,2017,Manual,39494,Diesel,30,64.2,1.5
19369,vauxhall, Antara,2014,Semi-Auto,62308,Diesel,330,33.2,2.2
19145,vauxhall, Vivaro,2016,Manual,29652,Diesel,160,50.4,1.6
14385,ford, Puma,2020,Manual,4998,Petrol,145,50.4,1
18226,audi, RS4,2018,Automatic,23996,Petrol,145,32.1,2.9
19233,ford, Galaxy,2019,Semi-Auto,9513,Diesel,145,46.3,2
15071,merc, S Class,2018,Semi-Auto,2286,Petrol,145,40.9,3
17626,vw, Scirocco,2016,Semi-Auto,13200,Diesel,30,62.8,2
15279,ford, Edge,2017,Semi-Auto,15349,Diesel,200,47.9,2
15068,skoda, Scala,2020,Semi-Auto,100,Petrol,145,45.6,1.5
15729,toyota, GT86,2018,Manual,31231,Petrol,150,36.2,2
14969,merc, X-CLASS,2018,Automatic,7820,Diesel,260,31.4,3
13516,bmw, M3,2015,Semi-Auto,37249,Petrol,300,34,3
13132,ford, KA,2016,Manual,17081,Petrol,30,57.7,1.2
19268,ford, Grand C-MAX,2018,Manual,32038,Diesel,145,64.2,1.5
14405,merc, CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3
17032,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145,56.5,2.1
14132,ford, KA,2012,Manual,47000,Petrol,30,57.7,1.2
15074,audi, A7,2017,Semi-Auto,38519,Diesel,145,52.3,3
13739,bmw, 6 Series,2017,Automatic,31328,Diesel,145,51.4,3
16990,vw, Jetta,2014,Manual,1,Diesel,20,67.3,1.6
17917,ford, KA,2015,Manual,43544,Petrol,30,57.7,1.2
14024,skoda, Kamiq,2019,Manual,1000,Petrol,145,47.9,1
14252,merc, V Class,2017,Automatic,33000,Diesel,145,44.6,2.1
13176,ford, Grand C-MAX,2016,Automatic,27571,Diesel,30,58.9,1.5
17178,ford, Galaxy,2012,Manual,39653,Petrol,235,39.2,1.6
15118,skoda, Scala,2019,Automatic,2356,Petrol,145,45.6,1.5
13886,bmw, X4,2019,Automatic,123,Petrol,145,26.9,3
19176,hyundi, IX20,2017,Manual,30458,Petrol,150,50.4,1.4
14492,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145,51.4,3
15812,vw, Caravelle,2011,Automatic,45000,Diesel,325,34.4,2
12195,vw, CC,2017,Semi-Auto,17955,Diesel,125,58.9,2
19047,merc, GL Class,2016,Automatic,54761,Diesel,125,56.6,2.1
16603,skoda, Scala,2019,Semi-Auto,3500,Petrol,145,45.6,1.5
14491,bmw, X4,2019,Automatic,2380,Petrol,145,26.9,3
15555,merc, SLK,2004,Automatic,62744,Petrol,325,30.7,2
15426,merc, S Class,2010,Automatic,38000,Petrol,570,19.5,6.2
12483,hyundi, Santa Fe,2017,Manual,30956,Diesel,200,47.1,2.2
15728,toyota, Prius,2019,Automatic,722,Hybrid,140,64.2,1.8
12922,ford, Galaxy,2019,Manual,2000,Diesel,145,55.4,2
13038,vauxhall, Combo Life,2019,Manual,8001,Diesel,150,53.3,1.5
12846,vw, Arteon,2019,Semi-Auto,25,Diesel,145,50.4,2
12816,vw, Beetle,2016,Manual,65318,Diesel,20,65.7,2
15601,ford, KA,2013,Manual,35708,Petrol,30,57.7,1.2
14578,audi, S4,2018,Automatic,29000,Petrol,150,35.8,3
16111,merc, S Class,2015,Automatic,76000,Diesel,200,48.7,3
19395,merc, S Class,2001,Automatic,108800,Diesel,325,31.7,3.2
18589,bmw, X4,2017,Automatic,41543,Diesel,150,54.3,2
17096,vauxhall, Combo Life,2019,Manual,10048,Diesel,145,53.3,1.5
17861,bmw, X4,2019,Semi-Auto,6170,Diesel,145,40.9,3
19098,audi, A8,2018,Automatic,4284,Petrol,145,37.7,3
13095,vw, Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2
18557,audi, Q8,2019,Automatic,1000,Diesel,145,32.8,3
19059,merc, SLK,2016,Semi-Auto,29726,Diesel,30,70.6,2
12308,vw, Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145,46.3,2
13254,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
13961,bmw, X4,2019,Semi-Auto,10910,Diesel,150,42.8,2
18003,audi, S3,2016,Semi-Auto,42000,Petrol,160,43.5,2
13271,skoda, Scala,2019,Manual,2900,Petrol,145,49.6,1
16688,hyundi, IX20,2016,Automatic,3000,Petrol,160,43.5,1.6
13056,hyundi, IX20,2017,Automatic,27185,Petrol,160,43.5,1.6
19278,ford, KA,2014,Manual,24962,Petrol,30,57.7,1.2
19209,ford, Edge,2018,Automatic,8633,Diesel,145,47.9,2
14040,hyundi, IX35,2013,Manual,26454,Diesel,145,48.7,1.7
19042,audi, SQ5,2017,Automatic,24575,Petrol,145,34,3
17673,skoda, Kamiq,2020,Manual,1000,Petrol,145,49.6,1
12824,vw, Caravelle,2019,Semi-Auto,2544,Diesel,145,32.8,2
12205,vw, Tiguan Allspace,2019,Automatic,4635,Diesel,145,38.7,2
15580,merc, V Class,2018,Manual,26276,Diesel,145,46.3,2.1
16083,vauxhall, GTC,2015,Manual,49523,Diesel,125,60.1,2
12808,ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145,64.2,1.5
12484,vw, Beetle,2016,Manual,14382,Petrol,165,43.5,2
19570,vauxhall, Antara,2015,Manual,65000,Diesel,240,44.1,2.2
13205,hyundi, Getz,2007,Manual,57000,Petrol,125,51.4,1.1
19629,ford, Edge,2017,Manual,9975,Diesel,145,48.7,2
18124,ford, Edge,2018,Automatic,11007,Diesel,145,37.2,2
19320,ford, Edge,2017,Manual,65853,Diesel,160,48.7,2
19203,hyundi, IX35,2011,Manual,75617,Diesel,145,48.7,1.7
14320,vw, Scirocco,2016,Manual,35692,Diesel,20,55.4,2
17513,vw, Amarok,2018,Automatic,35000,Diesel,260,36.2,3
18121,ford, Edge,2017,Manual,22017,Diesel,160,48.7,2
16870,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
18599,toyota, Hilux,2018,Manual,26411,Diesel,265,40.4,2.4
18238,vw, Tiguan Allspace,2020,Manual,752,Diesel,145,46.3,2
18804,vw, Caravelle,2019,Automatic,9200,Diesel,150,32.8,2
17880,merc, CLS Class,2019,Semi-Auto,7038,Diesel,145,47.9,2.9
12783,vauxhall, Combo Life,2019,Manual,9726,Diesel,145,53.3,1.5
15695,vw, Scirocco,2015,Manual,50000,Petrol,300,34.9,2
17499,vw, Arteon,2019,Semi-Auto,5807,Diesel,145,44.1,2
18140,audi, A7,2016,Automatic,40674,Diesel,125,61.4,3
17897,merc, CLS Class,2019,Semi-Auto,3354,Diesel,145,48.7,2.9
12661,merc, V Class,2019,Automatic,18603,Diesel,145,48.7,2.1
12739,hyundi, I800,2019,Manual,21457,Diesel,145,31.7,2.5
15685,skoda, Yeti,2014,Manual,72500,Diesel,150,55.4,2
16391,skoda, Rapid,2016,Semi-Auto,49000,Petrol,30,58.9,1.4
17421,ford, KA,2010,Manual,38000,Petrol,30,55.4,1.2
15724,merc, GL Class,2007,Automatic,104000,Diesel,570,28.8,3
16143,bmw, M4,2019,Semi-Auto,1921,Petrol,145,32.5,3
13162,skoda, Kamiq,2020,Semi-Auto,2500,Petrol,145,43.5,1.5
18708,audi, A7,2014,Automatic,61140,Diesel,200,47.9,3
13779,vw, Amarok,2016,Automatic,41978,Diesel,260,35.3,2
18914,ford, Galaxy,2008,Manual,174000,Diesel,220,44.8,1.8
15255,toyota, Prius,2016,Automatic,37000,Hybrid,0,85.6,1.8
18592,toyota, Camry,2019,Automatic,3000,Hybrid,135,52.3,2.5
19227,ford, Galaxy,2018,Manual,34350,Diesel,145,56.5,2
14290,bmw, X4,2016,Semi-Auto,50944,Diesel,205,47.9,3
16686,vw, Scirocco,2015,Manual,25751,Petrol,125,52.3,1.4
12165,vauxhall, Combo Life,2019,Manual,2048,Diesel,145,53.3,1.5
16576,bmw, 6 Series,2017,Automatic,26000,Diesel,145,49.6,3
12592,ford, Tourneo Custom,2018,Manual,14292,Diesel,145,32.5,2
16781,bmw, M4,2016,Automatic,4550,Petrol,300,33.2,3
15245,vw, Scirocco,2016,Automatic,28902,Diesel,125,53.3,2
13491,audi, A8,2018,Automatic,2490,Petrol,145,37.7,3
15637,hyundi, IX20,2017,Manual,9760,Diesel,150,64.2,1.6
13560,vauxhall, Antara,2013,Manual,53469,Diesel,240,44.1,2.2
18508,ford, KA,2012,Manual,57500,Petrol,30,57.7,1.2
14053,ford, Tourneo Custom,2018,Manual,2500,Diesel,145,32.5,2
13005,merc, CLS Class,2019,Semi-Auto,5053,Diesel,145,48.7,2.9
17665,merc, X-CLASS,2018,Automatic,11366,Diesel,265,31.4,3
16930,merc, CLS Class,2011,Automatic,88559,Diesel,200,46.3,3
14603,vauxhall, Combo Life,2019,Manual,8707,Diesel,145,53.3,1.5
12416,skoda, Rapid,2018,Manual,15258,Petrol,145,61.4,1
12030,toyota, Verso,2017,Manual,31756,Diesel,145,62.8,1.6
14284,ford, Mustang,2017,Automatic,12000,Petrol,145,20.8,5
17382,audi, A7,2014,Automatic,69743,Diesel,200,47.9,3
19604,merc, CLK,2003,Automatic,185000,Petrol,330,17.8,4.3
12724,vw, Caravelle,2020,Semi-Auto,1500,Diesel,150,33.6,2
13616,hyundi, Santa Fe,2017,Manual,26306,Diesel,205,47.1,2.2
13567,vw, Scirocco,2016,Manual,32628,Diesel,20,55.4,2
13638,hyundi, IX35,2014,Manual,59247,Diesel,145,53.3,1.7
17088,skoda, Kamiq,2019,Semi-Auto,1000,Petrol,145,43.5,1.5
14541,ford, Edge,2017,Semi-Auto,43745,Diesel,200,47.9,2
12188,hyundi, Santa Fe,2019,Automatic,20,Diesel,145,39.8,2.2
16937,audi, Q8,2020,Semi-Auto,1500,Diesel,145,32.8,3
18113,vw, Arteon,2017,Automatic,32387,Petrol,150,38.7,2
14559,bmw, X6,2019,Automatic,15,Diesel,145,34.9,3
18309,skoda, Kamiq,2019,Semi-Auto,10,Petrol,145,44.1,1.5
13942,ford, Edge,2017,Manual,24151,Diesel,145,48.7,2
15658,audi, RS3,2016,Semi-Auto,26930,Petrol,300,34.9,2.5
17373,hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2
13538,bmw, 6 Series,2020,Semi-Auto,5,Petrol,145,42.8,2
19025,skoda, Scala,2019,Semi-Auto,6000,Petrol,145,45.6,1.5
16137,bmw, M4,2019,Semi-Auto,3452,Petrol,150,34,3
12921,toyota, Avensis,2015,Manual,11653,Diesel,30,62.8,2
14790,merc, X-CLASS,2019,Automatic,22000,Diesel,260,31.4,3
12650,vauxhall, Agila,2013,Automatic,31090,Petrol,145,49.6,1.2
17304,merc, S Class,2019,Automatic,2772,Diesel,145,52.3,3
18131,merc, S Class,2019,Semi-Auto,6675,Diesel,145,48.7,3
17885,merc, S Class,2016,Automatic,27000,Diesel,160,50.4,3
17750,audi, A7,2011,Automatic,64675,Diesel,145,55.4,3
18023,audi, Q8,2019,Automatic,6000,Diesel,145,32.8,3
15139,merc, CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3
18416,merc, CLS Class,2018,Automatic,3942,Diesel,145,48.7,2.9
15794,hyundi, IX20,2015,Manual,29000,Petrol,125,50.4,1.4
16367,hyundi, IX20,2017,Manual,12704,Petrol,145,50.4,1.4
18081,vauxhall, Combo Life,2019,Manual,6000,Diesel,145,53.3,1.5
18294,vauxhall, Zafira Tourer,2016,Manual,51300,Petrol,205,42.2,1.4
17706,vauxhall, GTC,2016,Manual,26397,Petrol,165,47.1,1.4
18536,bmw, M5,2015,Semi-Auto,42932,Petrol,555,28.5,4.4
16866,audi, A7,2015,Semi-Auto,13815,Petrol,260,37.2,3
13641,bmw, i3,2017,Automatic,32867,Other,0,470.8,0.6
16075,skoda, Yeti,2015,Manual,38900,Diesel,200,48.7,2
14047,toyota, Prius,2017,Automatic,3440,Hybrid,135,94.1,1.8
12491,toyota, IQ,2011,Automatic,30000,Petrol,20,58.9,1
18771,bmw, 6 Series,2018,Semi-Auto,10250,Diesel,145,49.6,3
12730,merc, S Class,2016,Semi-Auto,31210,Diesel,200,47.9,3
14223,merc, S Class,2018,Automatic,25000,Diesel,150,52.3,2.9
15643,bmw, M4,2015,Semi-Auto,35000,Petrol,330,32.5,3
17413,bmw, 7 Series,2016,Semi-Auto,15143,Diesel,160,52.3,3
18600,ford, Mustang,2018,Automatic,5000,Petrol,145,23.5,5
12113,ford, Edge,2018,Semi-Auto,19364,Diesel,145,47.9,2
12053,merc, CLA Class,2016,Automatic,28916,Diesel,20,67.3,2.1
17827,ford, KA,2014,Manual,31423,Petrol,30,57.7,1.2
16281,bmw, X6,2017,Semi-Auto,19924,Petrol,145,25.4,4.4
13067,skoda, Rapid,2017,Semi-Auto,33558,Petrol,150,58.9,1.4
16131,toyota, Land Cruiser,2004,Automatic,143000,Diesel,325,27.2,3
17268,bmw, Z3,1997,Manual,49000,Petrol,270,35.3,1.9
15215,bmw, X4,2016,Automatic,25465,Diesel,200,47.9,3
18459,vw, Scirocco,2014,Semi-Auto,33705,Diesel,145,50.4,2
12240,vw, Beetle,2017,Manual,30446,Petrol,145,53.3,1.2
13888,vw, Beetle,2014,Manual,29699,Diesel,125,57.6,2
16689,bmw, 6 Series,2005,Automatic,84000,Petrol,305,24.6,4.4
12293,merc, SLK,2008,Automatic,58000,Petrol,330,29.7,3
17345,ford, KA,2016,Manual,22280,Petrol,30,57.7,1.2
16515,toyota, Prius,2018,Automatic,43078,Hybrid,135,94.1,1.8
13946,hyundi, I800,2019,Manual,2269,Diesel,145,31.7,2.5
14380,vw, Caravelle,2020,Automatic,5000,Diesel,145,34,2
12269,hyundi, Santa Fe,2019,Semi-Auto,25,Diesel,145,39.8,2.2
13801,vauxhall, Zafira Tourer,2016,Manual,32363,Petrol,200,42.2,1.4
16621,audi, A7,2013,Automatic,63000,Diesel,200,47.9,3
12408,skoda, Rapid,2017,Manual,22199,Petrol,30,57.7,1.2
16874,vw, Arteon,2020,Semi-Auto,115,Petrol,145,47.1,2
13637,ford, Galaxy,2017,Manual,28492,Diesel,145,56.5,2
17428,hyundi, Santa Fe,2016,Automatic,42812,Diesel,235,42.2,2.2
15474,skoda, Yeti,2013,Manual,59006,Diesel,205,47.1,2
17935,toyota, GT86,2016,Manual,19987,Petrol,260,36.2,2
12009,toyota, Supra,2019,Semi-Auto,1000,Petrol,145,34.5,3
12667,vw, CC,2017,Automatic,27000,Diesel,125,58.9,2
19542,merc, CLS Class,2014,Semi-Auto,42980,Diesel,145,54.3,2.1
14324,bmw, X4,2018,Semi-Auto,10920,Diesel,150,42.8,2
17396,vauxhall, Combo Life,2019,Automatic,826,Diesel,145,50.4,1.5
13131,bmw, 7 Series,2016,Semi-Auto,21224,Petrol,300,35.3,4.4
17713,merc, X-CLASS,2019,Automatic,12402,Diesel,260,35.8,2.3
19334,ford, Edge,2019,Semi-Auto,16192,Diesel,145,37.2,2
13141,bmw, X7,2020,Semi-Auto,4000,Diesel,145,33.6,3
18590,hyundi, IX35,2014,Manual,70352,Diesel,150,53.3,1.7
17531,merc, S Class,1999,Automatic,34000,Petrol,145,24.6,3.2
17952,vw, Arteon,2017,Semi-Auto,18392,Diesel,150,62.8,2
19575,vw, Arteon,2019,Manual,10,Diesel,145,52.3,2
16276,merc, CLA Class,2017,Automatic,20182,Diesel,150,67.3,2.1
16491,audi, A8,2019,Automatic,755,Diesel,145,39.2,3
18149,skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145,52.3,1.6
13203,hyundi, IX20,2016,Manual,25969,Petrol,125,50.4,1.4
16666,hyundi, Santa Fe,2019,Automatic,1173,Diesel,145,39.2,2.2
18408,ford, KA,2015,Manual,36742,Petrol,30,57.7,1.2
14117,hyundi, Santa Fe,2019,Semi-Auto,2390,Diesel,145,39.2,2.2
13094,hyundi, Santa Fe,2017,Manual,28366,Diesel,150,47.1,2.2
18786,ford, Grand C-MAX,2016,Semi-Auto,37799,Diesel,30,58.9,1.5
16194,vw, Caravelle,2019,Semi-Auto,6565,Diesel,145,33.6,2
14075,ford, Edge,2017,Manual,62124,Diesel,160,48.7,2
19142,ford, Tourneo Connect,2015,Manual,88927,Diesel,30,64.2,1.5
15577,merc, M Class,2012,Automatic,54632,Diesel,200,44.8,2.1
19207,ford, Grand C-MAX,2017,Manual,14369,Diesel,150,64.2,1.5
19089,hyundi, IX20,2016,Manual,2542,Petrol,125,50.4,1.4
13818,ford, Grand C-MAX,2017,Manual,31399,Diesel,30,64.2,1.5
15049,ford, Grand C-MAX,2017,Manual,22235,Diesel,30,64.2,1.5
17987,hyundi, I800,2019,Automatic,804,Diesel,145,31.7,2.5
14795,ford, Edge,2017,Semi-Auto,14143,Diesel,150,47.9,2
18784,vw, Shuttle,2019,Semi-Auto,11542,Diesel,150,32.8,2
18891,audi, RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4
14461,vw, Arteon,2019,Automatic,1413,Other,150,50.4,2
18939,vw, Scirocco,2017,Manual,24784,Diesel,20,67.3,2
15678,hyundi, Santa Fe,2016,Semi-Auto,30822,Diesel,235,42.8,2.2
19039,merc, GL Class,2015,Automatic,53789,Diesel,125,56.5,2.1
19114,vw, Amarok,2015,Manual,50114,Diesel,260,35.3,2
18751,merc, GL Class,2015,Automatic,41270,Diesel,20,62.8,2.1
14753,hyundi, IX20,2017,Manual,12836,Petrol,145,50.4,1.4
15914,merc, SLK,2012,Automatic,51703,Diesel,145,56.5,2.1
18885,ford, Grand C-MAX,2015,Semi-Auto,31221,Diesel,165,48.7,2
17024,hyundi, Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2
14520,vw, Arteon,2019,Semi-Auto,3000,Diesel,150,50.4,2
19344,vw, Tiguan Allspace,2019,Automatic,15856,Diesel,150,38.7,2
17282,vw, Scirocco,2018,Semi-Auto,23548,Petrol,145,44.1,2
14989,ford, Tourneo Custom,2018,Manual,13306,Diesel,145,32.5,2
14593,bmw, X4,2016,Automatic,57000,Diesel,205,47.1,3
12202,ford, Edge,2017,Semi-Auto,19552,Diesel,200,47.9,2
14376,vw, Tiguan Allspace,2019,Automatic,8963,Diesel,145,39.2,2
14202,skoda, Yeti,2014,Manual,32078,Petrol,160,46.3,1.2
14378,audi, A8,2015,Automatic,46558,Diesel,200,47.9,3
18871,skoda, Yeti,2017,Manual,36078,Diesel,30,62.8,2
18035,vauxhall, Zafira Tourer,2013,Manual,121349,Petrol,235,39.2,1.8
13053,toyota, Verso,2017,Manual,44896,Petrol,200,41.5,1.6
18125,hyundi, IX20,2017,Manual,12417,Petrol,125,50.4,1.4
19159,toyota, GT86,2015,Manual,38126,Petrol,260,36.2,2
18111,skoda, Yeti,2015,Manual,48870,Diesel,200,48.7,2
17431,ford, KA,2014,Manual,57533,Petrol,30,57.7,1.2
18277,audi, RS5,2019,Automatic,9108,Petrol,145,29.7,2.9
19326,bmw, M4,2018,Semi-Auto,8797,Petrol,145,34,3
12806,ford, Edge,2017,Manual,18968,Diesel,160,48.7,2
15564,bmw, X6,2019,Automatic,5000,Petrol,145,26.4,3
19525,skoda, Kamiq,2020,Manual,2046,Petrol,145,47.1,1.5
18501,merc, GLS Class,2018,Semi-Auto,8963,Diesel,145,37.2,3
16634,merc, S Class,2016,Semi-Auto,44072,Diesel,200,47.9,3
13803,merc, CLS Class,2017,Semi-Auto,65700,Diesel,125,57.7,2.1
18284,ford, Grand C-MAX,2017,Manual,12054,Petrol,30,54.3,1
19140,bmw, X4,2016,Automatic,24881,Diesel,145,54.3,2
12674,vw, Beetle,2015,Manual,37944,Diesel,145,55.4,2
12281,ford, Galaxy,2019,Automatic,600,Diesel,145,43.5,2
15802,vw, Scirocco,2017,Manual,25018,Petrol,145,47.1,2
13259,vauxhall, Combo Life,2019,Manual,10098,Diesel,145,53.3,1.5
15635,ford, Tourneo Custom,2017,Manual,32315,Diesel,145,44.1,2
17052,toyota, Prius,2019,Automatic,4092,Other,140,61.4,1.8
12885,toyota, Hilux,2016,Automatic,55883,Diesel,260,32.8,3
14213,ford, Puma,2020,Manual,3073,Petrol,145,50.4,1
19119,bmw, 6 Series,2016,Automatic,19411,Petrol,260,37.2,3
15525,skoda, Kamiq,2020,Semi-Auto,4000,Petrol,145,44.1,1.5
12837,ford, Puma,2019,Manual,578,Petrol,145,50.4,1
16132,audi, A8,2019,Automatic,5000,Diesel,145,50.4,3
17933,vw, Amarok,2014,Manual,60000,Diesel,260,35.3,2
17022,merc, GLS Class,2017,Semi-Auto,44555,Diesel,300,37.2,3
18209,merc, CLA Class,2016,Automatic,31959,Petrol,200,42.8,2
17131,audi, RS3,2016,Automatic,50796,Petrol,300,34.9,2.5
12752,ford, Fusion,2005,Manual,31000,Petrol,200,41.5,1.4
16271,toyota, Prius,2017,Automatic,39402,Hybrid,0,94.1,1.8
15503,hyundi, Santa Fe,2014,Automatic,51344,Diesel,260,41.5,2.2
15980,skoda, Scala,2020,Automatic,1000,Petrol,150,47.1,1
12550,toyota, Avensis,2016,Manual,61300,Diesel,20,67.3,1.6
13548,hyundi, IX35,2013,Manual,50998,Diesel,145,48.7,1.7
16716,vw, Amarok,2019,Automatic,1250,Diesel,260,33.6,3
15143,vw, Tiguan Allspace,2019,Manual,94,Petrol,150,36.2,1.5
13852,ford, Grand Tourneo Connect,2019,Manual,15297,Diesel,145,61.4,1.5
13233,bmw, Z4,2019,Semi-Auto,8810,Petrol,145,37.2,2
12345,audi, Q8,2019,Semi-Auto,10000,Diesel,150,32.8,3
14963,vw, Scirocco,2016,Manual,57362,Diesel,20,55.4,2
15133,ford, Mustang,2018,Automatic,6250,Petrol,145,23.5,5
16178,vauxhall, GTC,2018,Manual,9802,Petrol,145,47.1,1.4
16708,bmw, 8 Series,2019,Semi-Auto,3369,Petrol,150,26.7,4.4
13510,merc, V Class,2018,Semi-Auto,12572,Diesel,150,44.8,2.2
15897,ford, Grand Tourneo Connect,2015,Automatic,14079,Diesel,125,56.6,1.5
18107,ford, Mustang,2020,Semi-Auto,3200,Petrol,145,24.8,5
17072,ford, Grand C-MAX,2016,Manual,48154,Diesel,30,64.2,1.5
15456,skoda, Scala,2020,Semi-Auto,1000,Petrol,145,45.6,1.5
12656,bmw, M4,2020,Semi-Auto,5,Petrol,145,34,3
12137,bmw, Z3,1999,Manual,58000,Petrol,270,35.3,1.9
17629,vw, Caravelle,2020,Semi-Auto,15,Diesel,145,32.8,2
15997,ford, Galaxy,2019,Semi-Auto,14872,Diesel,145,46.3,2
13323,ford, Galaxy,2017,Manual,18000,Petrol,145,43.5,1.5
14336,ford, KA,2015,Manual,30938,Petrol,30,57.7,1.2
16636,audi, A7,2019,Automatic,5201,Diesel,145,38.7,3
12090,hyundi, I800,2018,Manual,33387,Diesel,150,31.7,2.5
18742,bmw, X7,2019,Semi-Auto,6391,Diesel,145,33.6,3
12080,audi, A7,2017,Semi-Auto,21134,Diesel,145,52.3,3
12092,vw, CC,2015,Manual,61119,Diesel,30,60.1,2
17241,bmw, Z4,2019,Semi-Auto,156,Petrol,145,38.7,2
16809,vw, Amarok,2018,Automatic,20811,Diesel,260,36.2,3
19070,bmw, 7 Series,2019,Semi-Auto,5113,Diesel,145,44.1,3
19502,skoda, Yeti,2013,Semi-Auto,29627,Diesel,240,43.5,2
13609,ford, Fusion,2009,Manual,86022,Petrol,205,43.5,1.4
14086,bmw, M4,2019,Semi-Auto,5644,Petrol,145,34,3
14550,vw, Shuttle,2020,Manual,1578,Diesel,145,37.2,2
13369,ford, Galaxy,2016,Semi-Auto,17136,Diesel,145,52.3,2
12910,skoda, Kamiq,2019,Manual,3160,Petrol,145,47.9,1
19231,vw, Beetle,2007,Manual,40000,Petrol,265,36.2,1.6
18596,toyota, Hilux,2019,Manual,12679,Diesel,265,40.4,2.4
13157,vw, Scirocco,2016,Manual,32546,Petrol,150,47.1,2
17951,merc, V Class,2018,Manual,23275,Diesel,145,46.3,2.1
16402,merc, CLS Class,2014,Automatic,48500,Diesel,145,54.3,2.1
12764,ford, KA,2016,Manual,6205,Petrol,30,57.7,1.2
12315,vw, Shuttle,2019,Semi-Auto,12316,Diesel,145,32.8,2
13091,toyota, Hilux,2019,Manual,13000,Diesel,260,40.4,2.4
18203,bmw, X4,2019,Semi-Auto,12855,Diesel,145,40.4,3
14115,merc, CLS Class,2015,Semi-Auto,40912,Diesel,125,57.7,2.1
14702,toyota, Verso,2013,Manual,30000,Diesel,125,57.6,2
16419,bmw, 7 Series,2019,Semi-Auto,6249,Diesel,145,42.2,3
13469,audi, RS5,2017,Semi-Auto,18630,Petrol,145,32.5,2.9
18332,toyota, Prius,2019,Automatic,12998,Hybrid,135,217.3,1.8
